name,genre,developer,downloads,updatedOn,contentRating,score,scoreClass
"Mint: Budget, Bills, Finance",Finance,Intuit Inc,"5,000,000 - 10,000,000",4 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Billendar,Finance,Code Avenue,"1,000 - 5,000",6 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
EZ Bill Reminder - Full Free,Finance,Midnight Code Monkeys,"1,000 - 5,000",5 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Bills Organizer Free,Finance,SMobileApps,"100,000 - 500,000",1 January 2017,Rated for 3+,3.7,4 (3.1 - 4.0)
Bill Tracker,Finance,DJ Rausch,"1,000 - 5,000",13 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Money Lover - Money Manager,Finance,Finsify,"1,000,000 - 5,000,000",17 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Checkbook Pro,Finance,Molovi Software,"10,000 - 50,000",12 September 2014,Rated for 3+,4.5,5 (4.1 - 5.0)
Bills,Finance,iBear LLC,"5,000 - 10,000",14 June 2013,Rated for 3+,3.2,4 (3.1 - 4.0)
Bills Agent and Reminder,Finance,SLOIK.NET Mobile Apps,"10,000 - 50,000",4 August 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Bill Reminder Free,Finance,MyApps4Life,"1,000 - 5,000",9 August 2014,Rated for 3+,4.3,5 (4.1 - 5.0)
Pocket Expense with Sync,Finance,Appxy,"10,000 - 50,000",8 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Java Programming,Education,Akshay Bhange,"100,000 - 500,000",1 July 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Basic Java Programs,Education,AshSoft apps,"5,000 - 10,000",22 May 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Java Programming,Education,Formula Hub,"10,000 - 50,000",28 October 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
400+  Core JAVA Programs,Education,Atul Kumar Soni at BIIT Computer Education,"50,000 - 100,000",12 September 2015,Rated for 3+,4.4,5 (4.1 - 5.0)
Java Programs App,Education,Arun Kumar H Y,"10,000 - 50,000",27 October 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
100+ Java Programs with Output,Education,Code Refer,"100,000 - 500,000",1 December 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Java Examples,Education,Link Technology,"10,000 - 50,000",11 September 2015,Rated for 3+,4.3,5 (4.1 - 5.0)
Java Programs and Questions,Education,Intelisenze,"10,000 - 50,000",31 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Java Examples,Education,Nils Techsys,"5,000 - 10,000",31 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
JAVA Tutorial,Education,Virtual RAW,"1,000 - 5,000",6 January 2016,Rated for 3+,4.7,5 (4.1 - 5.0)
Java Practice,Education,sunny@addictionstudioz,"1,000 - 5,000",8 January 2015,Rated for 3+,4.2,5 (4.1 - 5.0)
Quiz 300 - Java Questions,Education,Singh Gurpreet,"50,000 - 100,000",24 July 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Kerala Election Result 2016,News & Magazines,Anand Web Solutions,"1,000 - 5,000",10 April 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
India Election Result Live,News & Magazines,Bonrix Software Systems,"50,000 - 100,000",22 July 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Kerala Election Result News,News & Magazines,iQra Apps,"10,000 - 50,000",16 May 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Mobile Ringtone Maker,Music & Audio,JK-Apps,"50,000 - 100,000",7 October 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Ringtone Maker Free,Music & Audio,bonkapp,"10,000 - 50,000",16 March 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Ringtone Maker,Music & Audio,Mobile17 Digital,"1,000,000 - 5,000,000",27 February 2014,Rated for 3+,4.2,5 (4.1 - 5.0)
Ringtone Maker 2017,Music & Audio,Video Media Developer,"10,000 - 50,000",15 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Ringtone Maker,Music & Audio,Cellsea LLC,"10,000 - 50,000",27 May 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Ringtone Maker,Music & Audio,Fingerfly,"10,000 - 50,000",5 September 2014,Rated for 3+,4.0,4 (3.1 - 4.0)
Ringtone Maker and Editor,Music & Audio,Zabaan,"1,000,000 - 5,000,000",25 July 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Carrom 3D,Board,Zagmoid,"10,000,000 - 50,000,000",15 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Carrom,Board,ingenium BD,"500,000 - 1,000,000",10 March 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Carrom Deluxe Free,Board,grindergames.com,"500,000 - 1,000,000",12 November 2014,Rated for 3+,4.1,5 (4.1 - 5.0)
King of Carrom,Board,Branch Productions,"50,000 - 100,000",2 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Carrom Board,Board,Vipul Kumar,"100,000 - 500,000",24 April 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Mega Pocket Carrom,Board,Csharks Games and Solutions Pvt Ltd,"100,000 - 500,000",29 September 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Carrom 3D Multiplayer,Board,vjmobiletech,"10,000 - 50,000",2 November 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
KeramBool,Board,ParagiSoft,"100,000 - 500,000",22 May 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
Ludo,Board,Grey Olltwit Software,"1,000,000 - 5,000,000",7 October 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Ludo 3D Multiplayer,Board,FunGamesMobile.com,"1,000,000 - 5,000,000",3 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Catan,Board,USM,"500,000 - 1,000,000",18 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Tic Tac Toe Free,Board,Optime Software,"10,000,000 - 50,000,000",8 June 2013,Rated for 3+,3.9,4 (3.1 - 4.0)
Carrom Game,Board,yeterapps,"5,000 - 10,000",20 August 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Snakes And Ladders 3D,Board,The App Guruz.,"100,000 - 500,000",1 September 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Dominoes,Board,Carl Hopf,"10,000,000 - 50,000,000",18 November 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Dominoes: Play it for Free,Board,Jogatina.com,"5,000,000 - 10,000,000",3 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Ludo Neo-Classic,Board,Jeevan Shrestha,"1,000,000 - 5,000,000",15 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Snake and Ladder Game-Sap Sidi,Board,Tourist Places India,"500,000 - 1,000,000",12 September 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
MONOPOLY Game,Board,ELECTRONIC ARTS,"1,000,000 - 5,000,000",13 January 2014,Rated for 3+,3.7,4 (3.1 - 4.0)
Chess,Board,Chess Prince,"1,000,000 - 5,000,000",26 October 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Rento - Dice Board Game Online,Board,LAN GAMES LTD,"5,000,000 - 10,000,000",18 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
MONOPOLY HERE & NOW,Board,Hasbro Inc.,"1,000,000 - 5,000,000",13 June 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Guess The Character,Board,JanduSoft,"5,000,000 - 10,000,000",16 September 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Disney Magical Dice,Board,Netmarble Games,"1,000,000 - 5,000,000",6 September 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Board Games,Board,minkusoft,"1,000,000 - 5,000,000",26 October 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
BGC: 2-4 players Party Game,Board,ARQEW,"500,000 - 1,000,000",28 December 2015,Rated for 3+,4.2,5 (4.1 - 5.0)
Ludo King,Board,Gamotronix,"1,000,000 - 5,000,000",6 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Ludo Pachisi,Board,Azodus,"100,000 - 500,000",23 October 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Robi Kotha,Books & Reference,ingenium BD,100 - 500,24 April 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Kids Learn Ground,Education,ingenium BD,100 - 500,5 October 2015,Rated for 3+,5.0,5 (4.1 - 5.0)
ICT Act BD,Books & Reference,ingenium BD,"5,000 - 10,000",5 October 2015,Rated for 3+,4.8,5 (4.1 - 5.0)
Gourob-Birsrestho 7,Books & Reference,ingenium BD,100 - 500,15 December 2015,Rated for 3+,4.6,5 (4.1 - 5.0)
Checkers,Board,English Checkers,"5,000,000 - 10,000,000",3 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Checkers Elite,Board,Elvista Media Solutions Corp.,"10,000,000 - 50,000,000",28 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Checkers,Board,Magma Mobile,"10,000,000 - 50,000,000",14 April 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Checkers,Board,RidaBen,"500,000 - 1,000,000",14 May 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Checkers Mobile,Board,G Soft Team,"500,000 - 1,000,000",15 December 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Checkers Online,Board,BaliCheckers,"1,000,000 - 5,000,000",23 April 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Checkers Hero ( Draughts ),Board,Sweet Games Box,"100,000 - 500,000",12 October 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Domino!,Board,Flyclops LLC,"1,000,000 - 5,000,000",20 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Checkers Free,Board,Optime Software,"5,000,000 - 10,000,000",28 May 2013,Rated for 3+,4.0,4 (3.1 - 4.0)
Draughts King,Board,mobirix,"500,000 - 1,000,000",15 January 2017,Rated for 3+,3.7,4 (3.1 - 4.0)
Dama - Online,Board,Miroslav Kisly,"500,000 - 1,000,000",20 November 2016,Rated for 12+,4.1,5 (4.1 - 5.0)
Ludo Parchis Classic Woodboard,Board,Sudhakar Kanakaraj,"5,000,000 - 10,000,000",25 October 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Ludo,Board,Game Studio Pvt. Ltd.,"100,000 - 500,000",8 November 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Ludo (Laadhuu),Board,Abdifatah Aba on behalf of (Click Media Services),"50,000 - 100,000",26 November 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Ludo Party,Board,Chunky Monkey Kre8ive,"1,000,000 - 5,000,000",21 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Ludo Parchis Classic Online,Board,SpanasGames,"500,000 - 1,000,000",30 June 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
parchis game free multiplayer,Board,Gulf Games Studios,"100,000 - 500,000",8 September 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Ludo Touch,Board,KL,"100,000 - 500,000",10 October 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Ludo Game,Board,Philip Nartey,"100,000 - 500,000",11 October 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Call Break++,Card,Jeevan Shrestha,"500,000 - 1,000,000",5 August 2016,Rated for 12+,4.2,5 (4.1 - 5.0)
PITCHCARS CARROM 3D,Board,vjmobiletech,"1,000 - 5,000",12 October 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Family's Game Travel Pack Lite,Board,Soft Motion Labs,"100,000 - 500,000",14 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Carom - 3 Cushion Billiard 3D,Board,egem_new_2015,"1,000 - 5,000",16 January 2017,Rated for 12+,4.8,5 (4.1 - 5.0)
Carrom Deluxe,Sports,grindergames.com,"500 - 1,000",4 January 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
The Game of Life,Board,Marmalade Game Studio,"50,000 - 100,000",21 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Europoly,Board,Don Naipe,"100,000 - 500,000",24 November 2016,Rated for 12+,3.9,4 (3.1 - 4.0)
Landlord - Real Estate Tycoon,Board,Reality Games LTD,"1,000,000 - 5,000,000",4 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Tic Tac Toe,Board,Big Brain Kraken,"100,000 - 500,000",17 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Mancala,Board,AppOn Innovate,"1,000,000 - 5,000,000",2 August 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
Scattergories,Board,Magmic Inc,"100,000 - 500,000",12 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Twist Your Fingers!,Board,TwistFinger,"1,000,000 - 5,000,000",14 December 2016,Rated for 3+,2.9,3 (2.1 - 3.0)
Transformers: RobotsInDisguise,Adventure,Hasbro Inc.,"10,000,000 - 50,000,000",9 September 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
TRANSFORMERS Official App,Action,Hasbro Inc.,"1,000,000 - 5,000,000",25 August 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Star Wars Studio FX App,Entertainment,Hasbro Inc.,"100,000 - 500,000",23 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Equestria Girls,Role Playing,Hasbro Inc.,"5,000,000 - 10,000,000",22 July 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Smart R2-D2,Entertainment,Hasbro Inc.,"100,000 - 500,000",3 November 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
My Little Pony Celebration,Simulation,Hasbro Inc.,"1,000,000 - 5,000,000",22 July 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Littlest Pet Shop Your World,Casual,Hasbro Inc.,"1,000,000 - 5,000,000",21 December 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Furby BOOM!,Casual,Hasbro Inc.,"10,000,000 - 50,000,000",30 September 2014,Rated for 3+,4.2,5 (4.1 - 5.0)
Play-Doh TOUCH,Adventure,Hasbro Inc.,"5,000 - 10,000",31 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Furby,Entertainment,Hasbro Inc.,"5,000,000 - 10,000,000",12 December 2013,Rated for 3+,3.8,4 (3.1 - 4.0)
Tic Tac Toe,Board,Pink Pointer,"1,000,000 - 5,000,000",23 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Mega Tic Tac Toe Online,Board,Noam Behar,"1,000,000 - 5,000,000",21 June 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
TicTacToe Online,Board,BYRIL,"1,000,000 - 5,000,000",19 May 2014,Rated for 3+,4.0,4 (3.1 - 4.0)
4 in a row king,Board,mobirix,"500,000 - 1,000,000",15 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Tic-tac-toe,Board,M. Brodski Software,"500,000 - 1,000,000",4 November 2016,Rated for 3+,3.2,4 (3.1 - 4.0)
Through The Maze,Board,Alexandr Baranov,"100,000 - 500,000",23 July 2015,Rated for 3+,4.6,5 (4.1 - 5.0)
4 in a Row,Board,Ultima Architect Inc.,"500,000 - 1,000,000",14 December 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Kung Fu Tic Tac Toe,Board,Zveroboy Game,"100,000 - 500,000",6 June 2015,Rated for 3+,4.6,5 (4.1 - 5.0)
Tic Tac Toe Glow by TMSOFT,Board,TMSOFT,"100,000 - 500,000",3 May 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Word Search - Math,Word,Big Brain Kraken,"50,000 - 100,000",30 November 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Math Puzzles,Puzzle,Big Brain Kraken,"50,000 - 100,000",4 May 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Color Flood Puzzle,Puzzle,Big Brain Kraken,"10,000 - 50,000",25 April 2016,Rated for 3+,4.7,5 (4.1 - 5.0)
Logic Puzzles,Puzzle,Big Brain Kraken,"10,000 - 50,000",12 May 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Real Chess,Board,Alienforce,"5,000,000 - 10,000,000",28 August 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Chess - Play & Learn,Board,Chess.com,"5,000,000 - 10,000,000",20 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Chess,Board,http,"1,000,000 - 5,000,000",12 July 2016,Rated for 12+,3.8,4 (3.1 - 4.0)
Battle Chess 3D,Board,GS GAMES,"500,000 - 1,000,000",3 November 2016,Rated for 7+,4.1,5 (4.1 - 5.0)
Chess Free,Board,Optime Software,"1,000,000 - 5,000,000",30 May 2013,Rated for 3+,4.0,4 (3.1 - 4.0)
The King of Chess,Board,mobirix,"1,000,000 - 5,000,000",11 January 2017,Rated for 3+,3.9,4 (3.1 - 4.0)
Chess App,Board,Mattaxe,"100,000 - 500,000",18 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
World Chess Championship,Board,MANASTONE,"1,000,000 - 5,000,000",14 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Reversi,Board,Magic Puzzle,"100,000 - 500,000",10 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Chess,Board,cnvcs.com,"500,000 - 1,000,000",26 December 2015,Rated for 3+,4.2,5 (4.1 - 5.0)
CT-ART 4.0 (Chess Tactics),Board,Chess King,"100,000 - 500,000",19 January 2017,Rated for 3+,4.7,5 (4.1 - 5.0)
Ludo,Board,Go Capricorn,"100,000 - 500,000",4 August 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
General Knowledge in Tamil,Books & Reference,Sudhakar Kanakaraj,"100,000 - 500,000",26 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Tamil Crorepati Quiz Game,Puzzle,Sudhakar Kanakaraj,"100,000 - 500,000",29 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Tamil Calendar 2017,Lifestyle,Sudhakar Kanakaraj,"100,000 - 500,000",21 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
1001 Nights Stories in Tamil,Books & Reference,Sudhakar Kanakaraj,"100,000 - 500,000",7 November 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Snakes and Ladders Free,Board,Sudhakar Kanakaraj,"1,000,000 - 5,000,000",29 October 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Sidhdha Medicine in Tamil,Health & Fitness,Sudhakar Kanakaraj,"100,000 - 500,000",24 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
TNPSC Tamil,Education,Sudhakar Kanakaraj,"10,000 - 50,000",26 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Indian History in English,Books & Reference,Sudhakar Kanakaraj,"50,000 - 100,000",4 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Indian History in Tamil,Books & Reference,Sudhakar Kanakaraj,"50,000 - 100,000",27 July 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Mahabharatham in Tamil,Books & Reference,Sudhakar Kanakaraj,"100,000 - 500,000",4 November 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Beauty Tips in Tamil,Lifestyle,Sudhakar Kanakaraj,"100,000 - 500,000",22 November 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
The Great History of Tamil,Books & Reference,Sudhakar Kanakaraj,"100,000 - 500,000",21 November 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Chennai Auto Game,Racing,Sudhakar Kanakaraj,"100,000 - 500,000",5 November 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Kamba Ramayanam in Tamil,Books & Reference,Sudhakar Kanakaraj,"100,000 - 500,000",4 November 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Ludo (Board game),Board,Klapa Games,"100,000 - 500,000",3 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Noughts And Crosses II,Board,Grey Olltwit Software,"100,000 - 500,000",31 August 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Marble Solitaire,Board,Grey Olltwit Software,"10,000 - 50,000",13 August 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Snakes and Ladders,Board,Grey Olltwit Software,"100,000 - 500,000",6 August 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
ATM,Educational,Grey Olltwit Software,"100,000 - 500,000",4 November 2016,Rated for 3+,3.5,4 (3.1 - 4.0)
Jet Ski,Racing,Grey Olltwit Software,"50,000 - 100,000",12 August 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
Spinette,Board,Grey Olltwit Software,"1,000 - 5,000",17 August 2016,Rated for 12+,4.5,5 (4.1 - 5.0)
Simple Keyboard,Education,Grey Olltwit Software,"5,000 - 10,000",18 September 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
Monte Carlo Solitaire,Card,Grey Olltwit Software,"10,000 - 50,000",12 August 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Clock Solitaire,Card,Grey Olltwit Software,"50,000 - 100,000",20 September 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
Dinosaur Hunt,Educational,Grey Olltwit Software,"50,000 - 100,000",10 August 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
Noughts And Crosses,Puzzle,Grey Olltwit Software,"1,000 - 5,000",14 August 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
Slot Car Racer,Racing,Grey Olltwit Software,"10,000 - 50,000",6 August 2016,Rated for 3+,3.1,4 (3.1 - 4.0)
Model Railway Sound Effects,Music & Audio,Grey Olltwit Software,"5,000 - 10,000",14 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
ADDers and Ladders,Board,Grey Olltwit Software,"10,000 - 50,000",28 August 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
Word Search,Educational,Grey Olltwit Software,"5,000 - 10,000",19 September 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Draughts,Board,Grey Olltwit Software,"500,000 - 1,000,000",29 July 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
Hangman Free,Word,Optime Software,"5,000,000 - 10,000,000",6 June 2013,Rated for 3+,3.8,4 (3.1 - 4.0)
Four in a Row Free,Board,Optime Software,"1,000,000 - 5,000,000",5 June 2013,Rated for 3+,4.0,4 (3.1 - 4.0)
Guess the Code Free,Puzzle,Optime Software,"1,000,000 - 5,000,000",3 June 2013,Rated for 3+,4.1,5 (4.1 - 5.0)
Chess Premium,Board,Optime Software,"1,000 - 5,000",30 May 2013,Rated for 3+,4.1,5 (4.1 - 5.0)
Guess the Code Pro,Puzzle,Optime Software,"1,000 - 5,000",3 June 2013,Rated for 3+,4.6,5 (4.1 - 5.0)
Hangman Pro,Word,Optime Software,"1,000 - 5,000",6 June 2013,Rated for 3+,4.2,5 (4.1 - 5.0)
Four in a Row Pro,Board,Optime Software,"1,000 - 5,000",5 June 2013,Rated for 3+,4.5,5 (4.1 - 5.0)
Checkers Premium,Board,Optime Software,"5,000 - 10,000",28 May 2013,Rated for 3+,4.3,5 (4.1 - 5.0)
Tic Tac Toe Pro,Board,Optime Software,"5,000 - 10,000",8 June 2013,Rated for 3+,4.3,5 (4.1 - 5.0)
Checkers,Board,WORLD APPLI,"100,000 - 500,000",13 May 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Brazilian Dama - Online,Board,Miroslav Kisly,"100,000 - 500,000",9 June 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Italian Dama - Online,Board,Miroslav Kisly,"500,000 - 1,000,000",10 June 2016,Rated for 12+,4.3,5 (4.1 - 5.0)
Carrom,Board,Parag Teredesai,100 - 500,20 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Four In A Row - Classic Games,Board,OutOfTheBit ltd,"500,000 - 1,000,000",27 May 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
4 in line - connect 4 kids,Board,pescAPPs,"100,000 - 500,000",7 February 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
4 in a Row,Board,Benjamin Lochmann New Media GmbH,"1,000,000 - 5,000,000",2 August 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
4 in a row,Board,Magma Mobile,"5,000,000 - 10,000,000",12 April 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
4 in a Row (Four in a Line),Board,HarokoSoft,"100,000 - 500,000",23 September 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Mahjong Titan,Board,Kristanix Games,"5,000,000 - 10,000,000",26 December 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
a2z Play,Puzzle,Gamotronix,"10,000 - 50,000",13 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Temple Hero,Action,Gamotronix,"1,000 - 5,000",3 November 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
Blocks 3D,Puzzle,Zagmoid,"100,000 - 500,000",18 August 2013,Rated for 3+,4.0,4 (3.1 - 4.0)
Block!,Puzzle,BitMango,"1,000,000 - 5,000,000",10 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Block Puzzle,Puzzle,OxStudio,"1,000,000 - 5,000,000",7 April 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Block Crush Mania,Puzzle,BitMango,"500,000 - 1,000,000",4 September 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Block Puzzle Legend Mania,Puzzle,TD GAME GROUP,"1,000,000 - 5,000,000",29 June 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
10 Block King,Puzzle,mobirix,"1,000,000 - 5,000,000",11 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Bloxorz - Block And Hole,Puzzle,Superpow,"500,000 - 1,000,000",10 August 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Block Puzzle Legend,Puzzle,VIGuys,"1,000,000 - 5,000,000",19 November 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Block Puzzle Mania,Puzzle,Block Mania,"10,000,000 - 50,000,000",16 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Block Puzzle Legend 2017,Puzzle,TDGAME,"100,000 - 500,000",8 December 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Twist Untwist,Puzzle,Zagmoid,"10,000 - 50,000",22 January 2015,Rated for 3+,4.3,5 (4.1 - 5.0)
Stick Arts,Puzzle,Zagmoid,"100,000 - 500,000",24 January 2013,Rated for 3+,3.8,4 (3.1 - 4.0)
Colored Bricks,Casual,Zagmoid,"10,000 - 50,000",5 January 2013,Unrated,4.0,4 (3.1 - 4.0)
Untangle it & Points,Puzzle,MadCorn,"10,000 - 50,000",17 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Untangle Challenge,Puzzle,CLNTgames,"1,000 - 5,000",20 May 2015,Rated for 3+,4.6,5 (4.1 - 5.0)
Connect The Manhattan Shuffle,Puzzle,Maxime Mbabele,"100,000 - 500,000",18 April 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
Text Twist,Puzzle,Chris Veenboer,"100,000 - 500,000",13 October 2013,Rated for 3+,3.8,4 (3.1 - 4.0)
Troll Face Quest Unlucky,Puzzle,Spil Games,"10,000,000 - 50,000,000",9 December 2015,Rated for 7+,4.5,5 (4.1 - 5.0)
The Moron Test,Puzzle,"DistinctDev, Inc.","10,000,000 - 50,000,000",20 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Knotty,Puzzle,Marjupi Software,"10,000 - 50,000",6 June 2013,Rated for 3+,2.7,3 (2.1 - 3.0)
Pixel Twist,Puzzle,MADE apps,"100,000 - 500,000",20 February 2014,Rated for 3+,3.5,4 (3.1 - 4.0)
iArrows,Puzzle,"MyPlayCity, Inc.","50,000 - 100,000",2 October 2013,Rated for 3+,4.0,4 (3.1 - 4.0)
